Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Distance_KM,Delivery State
23.369746,85.33982,23.419746,85.38982,7.55,Jharkhand
13.049645,80.242268,13.119645,80.312268,10.87,Tamil Nadu
23.369746,85.33982,23.399746,85.36982,4.53,Jharkhand
11.003669,76.976494,11.053669,77.026494,7.79,Tamil Nadu
26.90519,75.810753,26.94519,75.850753,5.96,Rajasthan
21.17106,72.789292,21.30106,72.919292,19.76,Gujarat
21.157735,72.768778,21.247735,72.858778,13.68,Gujarat
26.913726,75.75282,27.053726,75.89282,20.85,Rajasthan
13.054347,80.257221,13.074347,80.277221,3.1,Tamil Nadu
12.978453,77.643685,13.088453,77.753685,17.08,Karnataka
21.149669,72.772629,21.209669,72.832629,9.12,Gujarat
13.049645,80.242268,13.079645,80.272268,4.66,Tamil Nadu
26.956431,75.776649,26.986431,75.806649,4.47,Rajasthan
27.160934,78.044095,27.190934,78.074095,4.46,Uttar Pradesh
21.186884,72.793616,21.216884,72.823616,4.56,Gujarat
19.065838,72.832658,19.095838,72.862658,4.59,Maharashtra
18.536562,73.896485,18.666562,74.026485,19.92,Maharashtra
21.149569,72.772697,21.169569,72.792697,3.04,Gujarat
12.310972,76.659264,12.420972,76.769264,17.1,Karnataka
17.430448,78.418213,17.450448,78.438213,3.07,Telengana
19.065838,72.832658,19.145838,72.912658,12.24,Maharashtra
22.728163,75.884212,22.758163,75.914212,4.54,Madhya Pradesh
22.308096,73.167753,22.358096,73.217753,7.57,Gujarat
27.160832,78.011608,27.180832,78.031608,2.98,Uttar Pradesh
18.543626,73.905101,18.553626,73.915101,1.53,Maharashtra
22.761226,75.887522,22.811226,75.937522,7.56,Madhya Pradesh
17.428294,78.404423,17.558294,78.534423,19.98,Telengana
12.297954,76.665169,12.367954,76.735169,10.88,Karnataka
12.326356,76.619103,12.336356,76.629103,1.55,Karnataka
12.310972,76.659264,12.340972,76.689264,4.66,Karnataka
12.949934,77.699386,13.079934,77.829386,20.18,Karnataka
11.008638,76.984311,11.038638,77.014311,4.67,Tamil Nadu
13.091809,80.219104,13.171809,80.299104,12.42,Tamil Nadu
23.235123,77.398886,23.265123,77.428886,4.53,Madhya Pradesh
17.41233,78.449654,17.54233,78.579654,19.98,Telengana
27.161661,78.011544,27.191661,78.041544,4.46,Uttar Pradesh
21.173493,72.801953,21.253493,72.881953,12.16,Gujarat
22.74806,75.8934,22.87806,76.0234,19.66,Madhya Pradesh
13.005801,80.250744,13.065801,80.310744,9.31,Tamil Nadu
22.695207,75.866059,22.765207,75.936059,10.59,Madhya Pradesh
17.426228,78.407495,17.516228,78.497495,13.83,Telengana
12.334022,76.618203,12.444022,76.728203,17.1,Karnataka
21.160437,72.774209,21.180437,72.794209,3.04,Gujarat
13.005801,80.250744,13.055801,80.300744,7.76,Tamil Nadu
19.121999,72.908493,19.191999,72.978493,10.71,Maharashtra
13.045479,80.23311,13.055479,80.24311,1.55,Tamil Nadu
17.422819,78.449578,17.532819,78.559578,16.9,Telengana
30.890184,75.829615,30.930184,75.869615,5.86,Punjab
23.359407,85.325055,23.409407,85.375055,7.55,Jharkhand
30.366322,78.070453,30.386322,78.090453,2.94,Uttarakhand
11.022298,76.998349,11.062298,77.038349,6.23,Tamil Nadu
12.321214,76.621094,12.401214,76.701094,12.44,Karnataka
21.186608,72.794136,21.296608,72.904136,16.72,Gujarat
11.003681,76.975525,11.013681,76.985525,1.56,Tamil Nadu
17.429585,78.392621,17.539585,78.502621,16.9,Telengana
22.31279,73.170283,22.33279,73.190283,3.03,Gujarat
22.728163,75.884212,22.778163,75.934212,7.56,Madhya Pradesh
21.183434,72.814492,21.193434,72.824492,1.52,Gujarat
9.959778,76.296106,10.009778,76.346106,7.8,Kerala
26.905287,75.794592,26.965287,75.854592,8.94,Rajasthan
22.732225,75.874765,22.822225,75.964765,13.61,Madhya Pradesh
12.3085,76.665808,12.3985,76.755808,13.99,Karnataka
12.933298,77.614293,12.943298,77.624293,1.55,Karnataka
13.058616,80.264151,13.188616,80.394151,20.18,Tamil Nadu
12.970324,77.645748,13.000324,77.675748,4.66,Karnataka
22.732225,75.874765,22.762225,75.904765,4.54,Madhya Pradesh
18.546258,73.904337,18.606258,73.964337,9.19,Maharashtra
19.254567,72.848923,19.294567,72.888923,6.12,Maharashtra
22.31279,73.170283,22.44279,73.300283,19.69,Gujarat
15.544419,73.755736,15.604419,73.815736,9.26,Goa
22.651847,75.881991,22.661847,75.891991,1.51,Madhya Pradesh
22.753839,75.897429,22.793838,75.937429,6.05,Madhya Pradesh
21.149669,72.772629,21.219669,72.842629,10.64,Gujarat
10.96185,76.971082,11.09185,77.101082,20.26,Tamil Nadu
18.533811,73.899315,18.593811,73.959315,9.19,Maharashtra
11.003008,76.97544,11.083009,77.05544,12.46,Tamil Nadu
22.728163,75.884212,22.798163,75.954212,10.59,Madhya Pradesh
22.74806,75.8934,22.77806,75.9234,4.54,Madhya Pradesh
22.75004,75.902847,22.77004,75.922847,3.03,Madhya Pradesh
12.975996,80.221898,13.105996,80.351898,20.18,Karnataka
26.905287,75.794592,26.925287,75.814592,2.98,Rajasthan
12.323994,76.626167,12.433994,76.736167,17.1,Karnataka
18.530963,73.828972,18.550963,73.848972,3.06,Maharashtra
18.927584,72.832585,18.997584,72.902585,10.71,Maharashtra
18.927584,72.832585,19.017584,72.922585,13.77,Maharashtra
18.55144,73.804855,18.58144,73.834855,4.6,Maharashtra
13.026279,80.174568,13.116279,80.264568,13.97,Tamil Nadu
27.159795,78.04299,27.189795,78.07299,4.46,Uttar Pradesh
12.334022,76.618203,12.384022,76.668203,7.77,Karnataka
17.451976,78.385883,17.581976,78.515883,19.97,Telengana
11.000762,76.981876,11.010762,76.991876,1.56,Tamil Nadu
26.492106,80.327797,26.532106,80.367797,5.97,Uttar Pradesh
17.411028,78.329645,17.491028,78.409645,12.29,Telengana
22.695207,75.866059,22.755207,75.926059,9.08,Madhya Pradesh
12.304569,76.643622,12.364569,76.703622,9.33,Karnataka
23.369746,85.33982,23.429746,85.39982,9.06,Jharkhand
12.352058,76.60665,12.372058,76.62665,3.11,Karnataka
27.201725,78.007553,27.291725,78.097553,13.39,Uttar Pradesh
10.96185,76.971082,11.01185,77.021082,7.79,Tamil Nadu
12.979096,77.640625,13.019096,77.680625,6.21,Karnataka
17.431477,78.40035,17.451477,78.42035,3.07,Telengana
12.323978,76.627961,12.393978,76.697961,10.88,Karnataka
12.913041,77.683237,12.973041,77.743237,9.32,Karnataka
12.299524,76.64262,12.429524,76.77262,20.21,Karnataka
25.454697,81.834492,25.534697,81.914492,11.98,Uttar Pradesh
19.178321,72.834715,19.248321,72.904715,10.71,Maharashtra
26.891191,75.802083,26.961191,75.872083,10.43,Rajasthan
12.934365,77.616155,12.984365,77.666155,7.76,Karnataka
17.455894,78.375467,17.465894,78.385467,1.54,Telengana
26.911927,75.797282,26.991927,75.877282,11.92,Rajasthan
18.563934,73.915367,18.653934,74.005367,13.79,Maharashtra
12.970221,77.645396,13.020221,77.695396,7.76,Karnataka
12.310972,76.659264,12.350972,76.699264,6.22,Karnataka
22.569367,88.433187,22.699367,88.563187,19.67,West Bengal
17.483216,78.552111,17.493216,78.562111,1.54,Telengana
11.026117,76.944652,11.106117,77.024652,12.46,Tamil Nadu
17.431668,78.408321,17.471668,78.448321,6.15,Telengana
19.178321,72.834715,19.258321,72.914715,12.23,Maharashtra
11.022298,76.998349,11.132298,77.108349,17.14,Tamil Nadu
26.913726,75.75282,27.023726,75.86282,16.38,Rajasthan
17.411028,78.329645,17.421028,78.339645,1.54,Telengana
26.911927,75.797282,26.991927,75.877282,11.92,Rajasthan
18.51421,73.838429,18.59421,73.918429,12.26,Maharashtra
12.986047,80.218114,13.056047,80.288114,10.87,Karnataka
23.369746,85.33982,23.409746,85.37982,6.04,Jharkhand
19.878028,75.317475,19.928028,75.367475,7.63,Maharashtra
23.266261,77.379605,23.346261,77.459605,12.08,Madhya Pradesh
22.310237,73.158921,22.370237,73.218921,9.09,Gujarat
11.026117,76.944652,11.066117,76.984652,6.23,Tamil Nadu
18.53408,73.89852,18.57408,73.93852,6.13,Maharashtra
17.41233,78.449654,17.45233,78.489654,6.15,Telengana
18.536562,73.896485,18.666562,74.026485,19.92,Maharashtra
22.31279,73.170283,22.40279,73.260283,13.63,Gujarat
18.554382,73.798206,18.664382,73.908206,16.85,Maharashtra
12.986047,80.218114,13.006047,80.238114,3.11,Karnataka
11.022298,76.998349,11.052298,77.028349,4.67,Tamil Nadu
13.045479,80.23311,13.105479,80.29311,9.31,Tamil Nadu
13.02978,80.208812,13.11978,80.298812,13.97,Tamil Nadu
30.895204,75.822103,30.915204,75.842103,2.93,Punjab
18.55144,73.804855,18.56144,73.814855,1.53,Maharashtra
21.186438,72.794115,21.276438,72.884115,13.68,Gujarat
13.026286,80.275235,13.046286,80.295235,3.1,Tamil Nadu
23.355164,85.324097,23.365164,85.334097,1.51,Jharkhand
19.091458,72.827808,19.121458,72.857808,4.59,Maharashtra
22.307898,73.167788,22.417898,73.277788,16.66,Gujarat
12.321214,76.621094,12.331214,76.631094,1.55,Karnataka
19.091458,72.827808,19.151458,72.887808,9.18,Maharashtra
18.546947,73.900626,18.586947,73.940626,6.13,Maharashtra
26.482581,80.315628,26.532581,80.365628,7.46,Uttar Pradesh
26.956431,75.776649,27.036431,75.856649,11.91,Rajasthan
12.299524,76.64262,12.409524,76.75262,17.1,Karnataka
11.000762,76.981876,11.080762,77.061876,12.46,Tamil Nadu
12.949934,77.699386,12.989934,77.739386,6.21,Karnataka
22.727021,75.884167,22.837021,75.994167,16.64,Madhya Pradesh
18.530963,73.828972,18.610963,73.908972,12.26,Maharashtra
11.003681,76.975525,11.073681,77.045525,10.91,Tamil Nadu
21.160437,72.774209,21.210437,72.824209,7.6,Gujarat
22.753839,75.897429,22.793838,75.937429,6.05,Madhya Pradesh
26.902908,75.792934,26.982908,75.872934,11.92,Rajasthan
26.481547,80.299775,26.511547,80.329775,4.48,Uttar Pradesh
9.991703,76.293136,10.081703,76.383136,14.04,Kerala
12.975996,80.221898,13.085996,80.331898,17.08,Karnataka
12.979096,77.640625,13.009096,77.670625,4.66,Karnataka
12.325461,76.632278,12.405461,76.712278,12.44,Karnataka
21.175104,72.804342,21.285104,72.914342,16.72,Gujarat
22.311844,73.165081,22.391844,73.245081,12.12,Gujarat
18.994049,72.825203,19.074049,72.905203,12.24,Maharashtra
18.520016,73.830547,18.600016,73.910547,12.26,Maharashtra
23.371292,85.327872,23.441292,85.397872,10.56,Jharkhand
22.753839,75.897429,22.773839,75.917429,3.03,Madhya Pradesh
11.022298,76.998349,11.132298,77.108349,17.14,Tamil Nadu
11.003681,76.975525,11.033681,77.005525,4.67,Tamil Nadu
21.186438,72.794115,21.316438,72.924115,19.76,Gujarat
17.431477,78.40035,17.461477,78.43035,4.61,Telengana
12.323194,76.630583,12.353194,76.660583,4.66,Karnataka
11.003681,76.975525,11.113681,77.085525,17.14,Tamil Nadu
23.374878,85.335739,23.444878,85.405739,10.56,Jharkhand
18.56245,73.916619,18.63245,73.986619,10.72,Maharashtra
27.160934,78.044095,27.200934,78.084095,5.95,Uttar Pradesh
19.874733,75.353942,19.904733,75.383942,4.58,Maharashtra
23.333017,85.3172,23.413017,85.3972,12.08,Jharkhand
12.323978,76.627961,12.373978,76.677961,7.77,Karnataka
21.149569,72.772697,21.209569,72.832697,9.12,Gujarat
12.979096,77.640625,12.989096,77.650625,1.55,Karnataka
12.323225,76.630028,12.353225,76.660028,4.66,Karnataka
18.520016,73.830547,18.560016,73.870547,6.13,Maharashtra
25.45235,81.841889,25.56235,81.951889,16.48,Uttar Pradesh
27.158822,78.045359,27.288822,78.175359,19.34,Uttar Pradesh
22.311358,73.164798,22.321358,73.174798,1.51,Gujarat
30.902872,75.826808,30.912872,75.836808,1.47,Punjab
18.927584,72.832585,19.017584,72.922585,13.77,Maharashtra
17.430448,78.418213,17.490448,78.478213,9.22,Telengana
12.934179,77.615797,12.974179,77.655797,6.21,Karnataka
26.479108,80.315042,26.509108,80.345042,4.48,Uttar Pradesh
17.45971,78.368855,17.49971,78.408855,6.15,Telengana
30.893244,75.821817,30.903244,75.831817,1.47,Punjab
26.905287,75.794592,26.975287,75.864592,10.43,Rajasthan
26.914142,75.805704,26.934142,75.825704,2.98,Rajasthan
22.553227,88.353273,22.623227,88.423273,10.59,West Bengal
26.913483,75.803139,26.963483,75.853139,7.45,Rajasthan
19.103249,72.846749,19.123249,72.866749,3.06,Maharashtra
19.131141,72.813074,19.16114,72.843074,4.59,Maharashtra
9.957144,76.296783,9.977144,76.316783,3.12,Kerala
12.352058,76.60665,12.462058,76.71665,17.1,Karnataka
26.90294,75.793007,27.03294,75.923007,19.36,Rajasthan
9.979186,76.317361,9.989186,76.327361,1.56,Kerala
12.914264,77.6784,12.924264,77.6884,1.55,Karnataka
12.321214,76.621094,12.401214,76.701094,12.44,Karnataka
21.149669,72.772629,21.159669,72.782629,1.52,Gujarat
18.56245,73.916619,18.62245,73.976619,9.19,Maharashtra
18.55144,73.804855,18.61144,73.864855,9.19,Maharashtra
22.651847,75.881991,22.681847,75.911991,4.54,Madhya Pradesh
22.310237,73.158921,22.440237,73.288921,19.69,Gujarat
18.563934,73.915367,18.573935,73.925367,1.53,Maharashtra
26.891191,75.802083,26.901191,75.812083,1.49,Rajasthan
19.207222,72.972281,19.337222,73.102281,19.88,Maharashtra
19.103249,72.846749,19.163249,72.906749,9.18,Maharashtra
12.334022,76.618203,12.394022,76.678203,9.33,Karnataka
13.064181,80.236442,13.104181,80.276442,6.21,Tamil Nadu
18.592718,73.773572,18.722718,73.903572,19.91,Maharashtra
21.149569,72.772697,21.169569,72.792697,3.04,Gujarat
22.514119,88.362504,22.534119,88.382504,3.03,West Bengal
11.000762,76.981876,11.070762,77.051876,10.91,Tamil Nadu
22.751234,75.88949,22.821234,75.95949,10.59,Madhya Pradesh
18.536562,73.896485,18.626562,73.986485,13.79,Maharashtra
18.569156,73.774723,18.639156,73.844723,10.72,Maharashtra
17.410371,78.437225,17.490371,78.517225,12.29,Telengana
21.17106,72.789292,21.26106,72.879292,13.68,Gujarat
26.913483,75.803139,27.003483,75.893139,13.41,Rajasthan
15.496162,73.825364,15.576162,73.905364,12.35,Goa
11.021278,76.995017,11.061278,77.035017,6.23,Tamil Nadu
12.310972,76.659264,12.350972,76.699264,6.22,Karnataka
13.02978,80.208812,13.08978,80.268812,9.31,Tamil Nadu
13.066762,80.251865,13.086762,80.271865,3.1,Tamil Nadu
12.981615,80.231598,13.061615,80.311598,12.42,Karnataka
13.091809,80.219104,13.141809,80.269104,7.76,Tamil Nadu
13.022394,80.242439,13.112394,80.332439,13.97,Tamil Nadu
18.927584,72.832585,18.967584,72.872585,6.12,Maharashtra
12.933284,77.615428,12.943284,77.625428,1.55,Karnataka
23.359194,85.325447,23.419194,85.385447,9.06,Jharkhand
21.183434,72.814492,21.273434,72.904492,13.68,Gujarat
26.849596,75.800512,26.959596,75.910512,16.39,Rajasthan
11.003669,76.976494,11.013669,76.986494,1.56,Tamil Nadu
13.02978,80.208812,13.03978,80.218812,1.55,Tamil Nadu
11.008638,76.984311,11.088638,77.064311,12.46,Tamil Nadu
26.481547,80.299775,26.531547,80.349775,7.46,Uttar Pradesh
22.751234,75.88949,22.811234,75.94949,9.07,Madhya Pradesh
21.173493,72.801953,21.303493,72.931953,19.76,Gujarat
17.422819,78.449578,17.482819,78.509578,9.22,Telengana
22.760072,75.892574,22.890072,76.022574,19.66,Madhya Pradesh
26.910262,75.783013,26.980262,75.853013,10.43,Rajasthan
21.186884,72.793616,21.256884,72.863616,10.64,Gujarat
11.022298,76.998349,11.062298,77.038349,6.23,Tamil Nadu
26.921411,75.793604,26.971411,75.843604,7.45,Rajasthan
23.214294,77.435361,23.344294,77.565361,19.63,Madhya Pradesh
13.081878,80.248519,13.171878,80.338519,13.97,Tamil Nadu
9.985697,76.281128,9.995697,76.291128,1.56,Kerala
11.006686,76.951736,11.056686,77.001736,7.79,Tamil Nadu
12.913041,77.683237,12.943041,77.713237,4.66,Karnataka
19.1813,72.836191,19.2513,72.906191,10.71,Maharashtra
12.326356,76.619103,12.396356,76.689103,10.88,Karnataka
19.221315,72.862381,19.271315,72.912381,7.65,Maharashtra
12.978453,77.643685,13.028453,77.693685,7.76,Karnataka
15.51315,73.78346,15.55315,73.82346,6.18,Goa
18.516216,73.842527,18.586216,73.912527,10.73,Maharashtra
12.310972,76.659264,12.340972,76.689264,4.66,Karnataka
10.96185,76.971082,10.98185,76.991082,3.12,Tamil Nadu
23.234631,77.401663,23.244631,77.411663,1.51,Madhya Pradesh
17.428294,78.404423,17.538294,78.514423,16.9,Telengana
12.972161,77.596014,13.052161,77.676014,12.42,Karnataka
12.933298,77.614293,12.973298,77.654293,6.21,Karnataka
22.311358,73.164798,22.441358,73.294798,19.69,Gujarat
22.310329,73.169083,22.370329,73.229083,9.09,Gujarat
12.972161,77.596014,13.052161,77.676014,12.42,Karnataka
22.725835,75.887648,22.785835,75.947648,9.08,Madhya Pradesh
11.022298,76.998349,11.072298,77.048349,7.79,Tamil Nadu
10.96185,76.971082,11.05185,77.061082,14.02,Tamil Nadu
22.551084,88.354127,22.561084,88.364127,1.51,West Bengal
12.334022,76.618203,12.424022,76.708203,13.99,Karnataka
12.311072,76.654878,12.341072,76.684878,4.66,Karnataka
22.761593,75.886362,22.851593,75.976362,13.61,Madhya Pradesh
26.846156,75.8023,26.906156,75.8623,8.94,Rajasthan
21.160522,72.771477,21.220522,72.831477,9.12,Gujarat
17.483216,78.552111,17.543216,78.612111,9.22,Telengana
30.362686,78.06889,30.452686,78.15889,13.22,Uttarakhand
26.90519,75.810753,26.95519,75.860753,7.45,Rajasthan
23.39925,85.390464,23.42925,85.420464,4.53,Jharkhand
12.326356,76.619103,12.406356,76.699103,12.44,Karnataka
13.058616,80.264151,13.108616,80.314151,7.76,Tamil Nadu
11.02091,76.940432,11.15091,77.070432,20.25,Tamil Nadu
18.636215,73.751081,18.716215,73.831081,12.25,Maharashtra
13.029198,77.570997,13.059198,77.600997,4.66,Karnataka
12.323994,76.626167,12.383994,76.686167,9.33,Karnataka
23.351489,85.324253,23.371489,85.344253,3.02,Jharkhand
11.003008,76.97544,11.133009,77.10544,20.25,Tamil Nadu
18.539299,73.897902,18.579299,73.937902,6.13,Maharashtra
19.120083,72.907385,19.190083,72.977385,10.71,Maharashtra
19.221315,72.862381,19.251315,72.892381,4.59,Maharashtra
13.086438,80.220672,13.156439,80.290672,10.87,Tamil Nadu
12.934365,77.616155,13.044365,77.726155,17.08,Karnataka
12.323994,76.626167,12.453994,76.756167,20.21,Karnataka
12.975996,80.221898,13.105996,80.351898,20.18,Karnataka
23.416792,85.316842,23.446792,85.346842,4.53,Jharkhand
21.185047,72.80859,21.265047,72.88859,12.16,Gujarat
13.045479,80.23311,13.175479,80.36311,20.18,Tamil Nadu
11.008638,76.984311,11.078638,77.054311,10.91,Tamil Nadu
21.149669,72.772629,21.239669,72.862629,13.68,Gujarat
11.021278,76.995017,11.041278,77.015017,3.12,Tamil Nadu
18.994049,72.825203,19.024049,72.855203,4.59,Maharashtra
12.906229,77.596791,12.986229,77.676791,12.42,Karnataka
27.163303,78.057044,27.233303,78.127044,10.42,Uttar Pradesh
21.149669,72.772629,21.259669,72.882629,16.72,Gujarat
26.910262,75.783013,27.050262,75.923013,20.85,Rajasthan
11.003008,76.97544,11.113008,77.08544,17.14,Tamil Nadu
22.727021,75.884167,22.787021,75.944167,9.08,Madhya Pradesh
26.913726,75.75282,26.973726,75.812821,8.94,Rajasthan
17.450851,78.379347,17.540851,78.469347,13.83,Telengana
30.914057,75.83982,30.974057,75.89982,8.79,Punjab
11.022169,76.999594,11.132169,77.109594,17.14,Tamil Nadu
21.186608,72.794136,21.246608,72.854136,9.12,Gujarat
12.972161,77.596014,13.082161,77.706014,17.08,Karnataka
30.328174,78.049117,30.348174,78.069117,2.94,Uttarakhand
26.913726,75.75282,26.923726,75.762821,1.49,Rajasthan
18.520016,73.830547,18.650016,73.960547,19.92,Maharashtra
19.207222,72.972281,19.287222,73.052281,12.23,Maharashtra
18.516216,73.842527,18.576216,73.902527,9.19,Maharashtra
21.173343,72.792731,21.223343,72.842731,7.6,Gujarat
26.911378,75.789034,26.961378,75.839034,7.45,Rajasthan
21.186608,72.794136,21.206608,72.814136,3.04,Gujarat
30.319528,78.040267,30.449528,78.170267,19.09,Uttarakhand
18.533811,73.899315,18.563811,73.929315,4.6,Maharashtra
18.539299,73.897902,18.619299,73.977902,12.26,Maharashtra
19.055831,72.833984,19.115831,72.893984,9.18,Maharashtra
26.913987,75.752891,26.973987,75.812891,8.94,Rajasthan
11.022169,76.999594,11.032169,77.009594,1.56,Tamil Nadu
23.359033,85.325347,23.369033,85.335347,1.51,Jharkhand
21.183434,72.814492,21.293434,72.924492,16.72,Gujarat
21.173343,72.792731,21.213343,72.832731,6.08,Gujarat
22.31279,73.170283,22.34279,73.200283,4.54,Gujarat
13.091809,80.219104,13.221809,80.349104,20.18,Tamil Nadu
12.311072,76.654878,12.361072,76.704878,7.77,Karnataka
22.725748,75.898497,22.805747,75.978497,12.1,Madhya Pradesh
12.352058,76.60665,12.432058,76.68665,12.43,Karnataka
13.091809,80.219104,13.131809,80.259104,6.21,Tamil Nadu
12.304569,76.643622,12.364569,76.703622,9.33,Karnataka
13.005801,80.250744,13.095801,80.340744,13.97,Tamil Nadu
26.846156,75.8023,26.906156,75.8623,8.94,Rajasthan
12.326356,76.619103,12.336356,76.629103,1.55,Karnataka
12.970324,77.645748,13.050324,77.725748,12.42,Karnataka
17.429585,78.392621,17.539585,78.502621,16.9,Telengana
19.103249,72.846749,19.143249,72.886749,6.12,Maharashtra
18.516216,73.842527,18.606216,73.932527,13.79,Maharashtra
21.186884,72.793616,21.276884,72.883616,13.68,Gujarat
23.359194,85.325447,23.399194,85.365447,6.04,Jharkhand
17.422819,78.449578,17.492819,78.519578,10.76,Telengana
22.74806,75.8934,22.80806,75.9534,9.07,Madhya Pradesh
12.316967,76.603067,12.356967,76.643067,6.22,Karnataka
18.554382,73.798206,18.624382,73.868206,10.72,Maharashtra
11.008638,76.984311,11.018638,76.994311,1.56,Tamil Nadu
23.351058,85.325731,23.361058,85.335731,1.51,Jharkhand
21.186438,72.794115,21.206438,72.814115,3.04,Gujarat
11.021278,76.995017,11.081278,77.055017,9.35,Tamil Nadu
15.496162,73.825364,15.586162,73.915364,13.9,Goa
23.351489,85.324253,23.381489,85.354253,4.53,Jharkhand
11.008638,76.984311,11.088638,77.064311,12.46,Tamil Nadu
26.905287,75.794592,26.985287,75.874592,11.92,Rajasthan
22.75004,75.902847,22.84004,75.992847,13.61,Madhya Pradesh
19.880256,75.323503,19.950256,75.393503,10.68,Maharashtra
26.911378,75.789034,26.961378,75.839034,7.45,Rajasthan
18.994049,72.825203,19.054049,72.885203,9.18,Maharashtra
22.526461,88.364453,22.616461,88.454453,13.62,West Bengal
21.170096,72.789122,21.190096,72.809122,3.04,Gujarat
12.970324,77.645748,13.060324,77.735748,13.97,Karnataka
9.959778,76.296106,10.009778,76.346106,7.8,Kerala
12.972793,80.249982,13.052793,80.329982,12.42,Karnataka
21.173343,72.792731,21.283343,72.902731,16.72,Gujarat
11.008638,76.984311,11.078638,77.054311,10.91,Tamil Nadu
19.103249,72.846749,19.133249,72.876749,4.59,Maharashtra
11.024839,77.007003,11.044839,77.027003,3.12,Tamil Nadu
12.352058,76.60665,12.382058,76.63665,4.66,Karnataka
27.159795,78.04299,27.189795,78.07299,4.46,Uttar Pradesh
18.636215,73.751081,18.686215,73.801081,7.66,Maharashtra
22.745536,75.893106,22.755536,75.903106,1.51,Madhya Pradesh
10.027364,76.308258,10.067364,76.348258,6.24,Kerala
18.536562,73.896485,18.616562,73.976485,12.26,Maharashtra
23.359033,85.325347,23.449033,85.415347,13.58,Jharkhand
11.006686,76.951736,11.066686,77.011736,9.35,Tamil Nadu
21.186438,72.794115,21.246438,72.854115,9.12,Gujarat
23.351058,85.325731,23.361058,85.335731,1.51,Jharkhand
23.235123,77.398886,23.365123,77.528886,19.63,Madhya Pradesh
22.311603,73.165012,22.341603,73.195012,4.54,Gujarat
11.008638,76.984311,11.118638,77.094311,17.14,Tamil Nadu
13.029198,77.570997,13.109198,77.650997,12.42,Karnataka
17.450851,78.379347,17.480851,78.409347,4.61,Telengana
22.31279,73.170283,22.32279,73.180283,1.51,Gujarat
22.311603,73.165012,22.381603,73.235012,10.6,Gujarat
18.520016,73.830547,18.580016,73.890547,9.19,Maharashtra
15.496162,73.825364,15.566162,73.895364,10.81,Goa
19.176269,72.836721,19.256269,72.916721,12.23,Maharashtra
11.000762,76.981876,11.090762,77.071876,14.02,Tamil Nadu
19.1093,72.825451,19.1293,72.845451,3.06,Maharashtra
22.744648,75.894377,22.774648,75.924377,4.54,Madhya Pradesh
19.131141,72.813074,19.181141,72.863074,7.65,Maharashtra
13.049645,80.242268,13.089645,80.282268,6.21,Tamil Nadu
22.551084,88.354127,22.611084,88.414127,9.08,West Bengal
26.956431,75.776649,27.036431,75.856649,11.91,Rajasthan
17.411028,78.329645,17.521028,78.439645,16.9,Telengana
11.008638,76.984311,11.048638,77.024311,6.23,Tamil Nadu
11.006686,76.951736,11.046686,76.991736,6.23,Tamil Nadu
22.751857,75.866699,22.801857,75.916699,7.56,Madhya Pradesh
22.31279,73.170283,22.35279,73.210283,6.06,Gujarat
12.975996,80.221898,13.035996,80.281898,9.31,Karnataka
21.173493,72.801953,21.263493,72.891953,13.68,Gujarat
22.725835,75.887648,22.765835,75.927648,6.05,Madhya Pradesh
21.173343,72.792731,21.233343,72.852731,9.12,Gujarat
18.994049,72.825203,19.074049,72.905203,12.24,Maharashtra
12.321214,76.621094,12.401214,76.701094,12.44,Karnataka
21.183434,72.814492,21.203434,72.834492,3.04,Gujarat
12.326356,76.619103,12.336356,76.629103,1.55,Karnataka
12.297954,76.665169,12.307954,76.675169,1.55,Karnataka
19.065838,72.832658,19.085838,72.852658,3.06,Maharashtra
22.745536,75.893106,22.775536,75.923106,4.54,Madhya Pradesh
13.02978,80.208812,13.13978,80.318812,17.07,Tamil Nadu
23.369746,85.33982,23.449746,85.41982,12.07,Jharkhand
30.899992,75.831338,30.979992,75.911338,11.72,Punjab
26.905287,75.794592,26.925287,75.814592,2.98,Rajasthan
22.310329,73.169083,22.320329,73.179083,1.51,Gujarat
19.121999,72.908493,19.161999,72.948493,6.12,Maharashtra
12.939496,77.625999,13.049496,77.735999,17.08,Karnataka
19.876219,75.346017,19.946219,75.416017,10.68,Maharashtra
17.426228,78.407495,17.506228,78.487495,12.29,Telengana
18.536718,73.830327,18.666719,73.960327,19.92,Maharashtra
21.175104,72.804342,21.255104,72.884342,12.16,Gujarat
22.651847,75.881991,22.681847,75.911991,4.54,Madhya Pradesh
23.359033,85.325347,23.389033,85.355347,4.53,Jharkhand
22.745049,75.892471,22.785049,75.932471,6.05,Madhya Pradesh
12.323978,76.627961,12.383978,76.687961,9.33,Karnataka
26.892312,75.806896,27.032312,75.946896,20.85,Rajasthan
17.431668,78.408321,17.521668,78.498321,13.83,Telengana
19.120083,72.907385,19.180083,72.967385,9.18,Maharashtra
21.157729,72.768726,21.197729,72.808726,6.08,Gujarat
17.424114,78.347554,17.514114,78.437554,13.83,Telengana
23.351489,85.324253,23.431489,85.404253,12.07,Jharkhand
17.455894,78.375467,17.485894,78.405467,4.61,Telengana
18.569156,73.774723,18.699156,73.904723,19.91,Maharashtra
22.31279,73.170283,22.42279,73.280283,16.66,Gujarat
11.010375,76.95295,11.020375,76.96295,1.56,Tamil Nadu
